Puzzle,Solution
..5..8...7...3...824...65........3....9..4..2..6....4..2..85....87.6.....9...37.6,935148627761532498248976531472891365319654872856327149623785914187469253594213786
.7......2...6...949....8....9..21.4......9.....175.....87.9....24.....5..5.26..79,574913682318672594962548317896321745735489261421756938687195423249837156153264879
485...2...92....17..18..9.....984......5........23...9..947..213..1..7.5.....3...,485719236692345817731826954153984672924567183876231549569478321348192765217653498
5...49..1....1.3.....85..........12......2.85..9.....7..4....9..3....8.2185...4..,578349261496217358312856749863795124741632985259481637624178593937564812185923476
..78....959..........5..4....4..82..8....76..3.2.............6..4..968...5..42...,427863519593214786186579432974638251815927643362451978239785164741396825658142397
.5.9.......9.......6..4....7.6..92.442......5.........2.75...1....73.9..5..1..3.6,854913627379265841162847539716359284423681795985472163237596418641738952598124376
4..162.9......9...1.8.....6.3.524...............3..6..2.3......61....94..4...312.,457162398362879514198435276936524781581796432724318659273941865615287943849653127
4.5.8.....7.4..35.3.....21.23...45.....2...4....9....152..7...............8..5...,415382697972461358386597214239714586167258943854936721521873469643129875798645132
.7..5......64.1...183..6....4...2.....2.1.......5....7..7..3.41...8.5..236.....8.,974258613256431978183796425749382156532617894618549237827963541491875362365124789
..53....8...5.......8....7.7.......6..9..5......981..3.2...3..1.6.....529536...8.,675329148412578639398146275781234596239765814546981723827453961164897352953612487
7...5..8....1.....8.5...6.969...27.1.....4..814...7.....2..6.5........7....7.5..4,731659482469128537825473619693582741257914368148367295972846153584231976316795824
.3.....5....6..243...95.6.......4..5.53.............8.1.9.3....2..8..1.6...56....,631247859597618243824953617782194365453786921916325784169432578245879136378561492
........6......58...93....46...84..9.756..8.29.4..5.........6...3........97..8.25,751842936342976581869351274623784159175639842984215763518423697236597418497168325
.8...6...46.3.....5.2.7.......542.1......8......61.48.14.........748..5..28.....7,781296534469351728532874196876542319214938675953617482145729863697483251328165947
..8.7..9.....5....5......7.4...12.8521.....6..6...5......7..1..6....9.4.....8172.,138476592749258631526193478497612385215837964863945217382764159671529843954381726
....97.......16.35...38.6..........93..95.....5......61.9.......3....47..74..51.8,463597281287416935591382647748621359316958724952743816129874563835169472674235198
5..6...9....783.2.....2...7...........73..2..61...2..3...1.76..8..56.1...........,572614398496783521138925467325476819987351246614892753259137684843569172761248935
.891..7.6.36.48...1..9.643.......6...9...75.........9....6..1.95......4.....813.7,489153726736248915152976438815392674293467581647815293378624159561739842924581367
.3.......2.5.....11...4....9.....5...6.4.19....25.6.......18.....3....1.4.8.693.5,834125796295687431176943258941872563567431982382596147759318624623754819418269375
..83......7.......416.7....8...2.75.3...6.2...2.......7..61...5..2..764.6.4..8..3,298356417573142986416879532861923754345761298927485361739614825182537649654298173
1..3.....3...5.1.67.2..1.........2956.......7........19.327.5....763...9.5.8..7..,195326874348957126762481953874163295621598347539742681913274568287635419456819732
..4..1.2........1.9.8.........76.2..16.9.24.....4.87...........8.5.7..46271....8.,654391827732846915918527634483765291167932458529418763346189572895273146271654389
....9....21.4..8..87..5.1..7..91.4..3..2.4.5......8..2.83....4..4.........2.....5,634891527215467893879352164726915438398274651451638972583126749947583216162749385
.....2.....4.6..8.1..7..9...2.........3.......9..4..12..983.1....8..97..2...14.6.,386492571974165283152783946421976358863251497795348612649837125518629734237514869
..89...3..6.18.9.23...72......2.56.....8................17....627..598.1.3....2.5,528946137467183952319572468783295614645831729192467583851724396276359841934618275
....9..524...5.........6..985..21..7.....9.4...9875..6......7.4.....78...8..4..91,768394152491258673523716489856421937172639548349875216215983764934167825687542391
...537............3...2.46...43.........9..7......6.828..4....9....82.46.67..32..,946537821782614953351829467214378695638295174579146382825461739193782546467953218
..8..15...6........93..6.4...7....95....45..83.4...6....1..4.....67..3.9.3...9.8.,478921563562483917193576842817632495629145738354897621981354276246718359735269184
6...341.214......3..37..5..8.2.......1..5.6..5....67..4....1...7....8..4.....3...,675834192149265873283719546862197435317452689594386721426971358731528964958643217
5..7.4.....85..76.....1......6..1............21.87..9569...2.8..471.5.......9.4..,521764839438529761769318542956241378873956214214873695695432187347185926182697453
7.4.532......7.34....2...5.........2..3.....9.57..8.....8.9..7.4.5...83.3.6..4...,714853296562971348839246157641539782283417569957628413128395674495762831376184925
.......7..23...86.68.2.1.....543.....6..1..5.1...7.3...74.............1...1..843.,419386572523794861687251943795432186362819754148675329874123695936547218251968437
95..8.32...2..4..54...261.8.64......5.9..3..63......1...8..2..3.....7...6.5......,956781324812934765473526198164298537529173846387465912798612453241357689635849271
..29.6..3.49...6......3......86.........147.2....2.3.......94.77...4...1....78..9,572986143349751628681432975238697514956314782417825396823169457795243861164578239
........64......12.6.7.....1..9.74......8..5......2..8...2.8.7.7.....62.69...45..,871425936435896712269731845128957463946183257357642198514268379783519624692374581
..16.....4...8..9.......685........16795...38..5.487...8.9...5.....6....7.......3,851679342436285197927413685348796521679521438215348769184937256593162874762854913
.....4.2.9.7...1...1..........9.8........7.3...94..678......31...273.....64.2..8.,536194827927385164418672593673958241841267935259413678795846312182739456364521789
9.4......81...3......8..6..7..4...6...6.18.......329.1..........7..4...2..3...4.8,964127385817563249532894617721459863396718524485632971249381756678945132153276498
...5...6......2...328..6.59.5.24..87.796.5.......836..437........59......6.......,714598362596432871328176459653249187879615234142783695437851926285964713961327548
7......68..8....1..............6..57.53...1..1..8...933..64..7.4.6.87..5.1...34..,749215368238476519561938742984361257653729184172854693395642871426187935817593426
85.4...........84.3.........168...3.........5..31.27...6..3...2..261...77...8.65.,851463279697521843324978516216857934978346125543192768165739482482615397739284651
.65.....4.....85......6......34..9.66...81.4..4.39.1788...5......7.......3.74....,965137284714928563328564719183475926679281345542396178891652437457813692236749851
94..73....5.2.67..6.......2..68..2.....4.263..93............5......8..4.7.....36.,942173856851246793637958412416839275578412639293765184164397528325681947789524361
3..4..........2.3...6..5.....2.4.8....49.7.65.958........3...9.....79.2.7....85..,327481956581692437946735182672543819834917265195826374268354791453179628719268543
7..41..3...4....686..9....1..8.7.2..2...........3.....32..8..1..........819.2...7,785416932194237568632958741468571293253869174971342685326785419547193826819624357
1....72...4......33.7946.5.....9..............79.2.5...53.1..6.4...79...91...2.3.,195837246846251793327946158284695371531784629679123584753418962462379815918562437
6..3.........7.4..3....47.1..2...3..14...527.....49.......6.5.......314......1627,674312985851976432329854761962187354148635279735249816217468593596723148483591627
.5.1.89.....67.....6.3..4.8.91...8.....8.....3....6.5......7....8..9...6517......,753148962824679315169352478691735824275814693348926157936287541482591736517463289
.29......7.......86..72.34........754..9..8...78.5...4.............8526..4.6...53,329548716714396528685721349293864175456917832178253694562139487937485261841672953
.9.63.28..4....1...5......9.12.5...6....439.........4...9....25.2.9....8..6......,791635284648297153253418769412759836865143972937862541179384625524976318386521497
...9...8.71...4...5..68..3.4.6.....9............8..76..915.74..67.........4...8.1,263975184718324695549681237486752319927163548135849762891537426672418953354296871
.9.24.3..7.1..9..2...71.8...8.......3......4.......6...1.46...8.4..8...7..8.7.96.,895246371761839452423715896689154723372698145154327689917462538546983217238571964
...4...5...6.1.......5..672.9..3.7.537....24......4..1..5...3.....3....67.1.6..2.,987426153256713498413589672194238765378651249562974831645192387829347516731865924
..9.......7.56....6..2.394.9..........2.85....5.......3.69.245......468....63.2.9,529841376473569821618273945934127568162385794857496132386912457291754683745638219
....5...6..86.17...1.4.2....91..7....8.2....97.2...18.45.....9...69.8............,273859416948631725615472938591387264384216579762594183457163892126948357839725641
4...97.52..65.2..3.....4....5...3.......21.97.6.7.......2...165.3..........4.....,418397652976582413523164789157943826384621597269758341742839165835216974691475238
.....4.....8....24.......3...9....8..1..253..82.3.9.5.2.....87.7..1.2...5...471..,975234618138596724462718935359471286614825397827369451241653879796182543583947162
...8...62..5...4..9.....3.75.3.8........7..9..7.32.5.........3....4.7..6....96.2.,347859162215763489968142357523984671184675293679321548496218735852437916731596824
42.....18..98........2...9.14..7....8...16945....8..716957...............84..9.52,427693518519847263368251497143975826872316945956482371695728134231564789784139652
.67..83..8.2..7..4...96....2...73.4...685....7.36..8.9...........42..7.6..9......,967418352812537964435962187298173645146859273753624819321746598584291736679385421
.....29.4.2..6.......598.7.98.25..6......65.7.........4..81..52.6....8.......5.41,658372914729461385314598276981257463243186597576943128437819652165724839892635741
...54.3....2......7....38264.58......6....7..92........9...5.32.7.6...5...6..8...,689542371132786945754913826415837269368259714927164583891475632273691458546328197
...5..3....8.....9........8.76.8.....93.41.6....9..4..1....5.93..9.7..8.7..3....5,617598324248637519935412678476283951593741862821956437164825793359174286782369145
7.65...2.......41.2...........3..7..4..1.72.3.8..6........54........3..71.5....8.,746531829893726415251498376512349768469187253387265941978654132624813597135972684
..451......24..65.8......4..5....8....683..1.......364.1..2.9.........8..89.4...3,964512738172483659835976241351264897746839512298157364413628975527391486689745123
.5.......12.....5.4.8......2.6....4.7..5..2......61..7.7...2..56...4..1.9..7..826,357126984129478653468359172216937548793584261584261397871692435632845719945713826
.51....8...84.3.......1...7.4.9.27....2.54...9.5....................1.534.7.89...,351627489728493561694815237843962715172354698965178342519236874286741953437589126
...3.....95.8...3.1.4....67....1.......69..417...8.6.5.87.....4.........34..6.5..,278346159956871432134952867469517283825693741713284695687135924591428376342769518
..4.91..3..57........463.7...........9....35....14.6....2...7.....3...495....2.6.,674591823135728496829463571486235917291687354357149682962814735718356249543972168
.9.7.1......2......5.69.......9...71..63.452.....5....569.7.24..2.....3......9...,293741685681235794457698312345962871876314529912857463569173248124586937738429156
....7..........5934......8..52.9.37.9....2..8.8.4..9.........3.1..7..4...7.5...2.,598673241716284593423915786652891374947352618381467952265149837139728465874536129
.729......69..7.5.8.51.....38...5..6.......7.5..3......1.736...7..5.2...........1,172953864469827153835164297387295416921648375546371982218736549794512638653489721
19....5.4.7...5.....4.98...7........289.43....1.2.............1...8.9..754.37....,193762584872435619654198723735916248289543176416287395927654831361829457548371962
6..9.5....7.....8.48....516.541.......6.3....71....84........7.1..4...5......96..,631985724572641983489327516954178362826534197713296845365812479197463258248759631
...7...2....2.4..9......154..5.1.3..893.2....71..4......9...8.55.2.3.........8.32,954781623631254789278963154425819376893627541716345298349172865582436917167598432
1......4..8...451363....8....8....7.3.....6.4...2..1.88.2.....7.413...5....5.....,195832746287964513634175892428613975319758624576249138852491367741386259963527481
....17.....435.7.93.6..........9.54.4.......66.9..12...1..359..7...2.......7.....,598217634124356789376984125287693541431572896659841273812435967763129458945768312
49.........3....781.....52...2.38....5...1.....1....8.....2...9..975.34..4..8....,495872136623415978178693524762938415854261793931547682517324869289756341346189257
...5....3....6.2..6...91..5.....81.....6...2.8...72......9..5.2.197.53.6....8..7.,192547863574863291683291745926458137357619428841372659768934512419725386235186974
.265.9..89.48..53..7823........2.7.97..6.43...329.......7....9..8.....4......6...,326549178914867532578231964465123789791684325832975416657418293189352647243796851
.86.235.....6.5...45...83.2...........3....1621......89........52..1..9.83....2.1,186423579372695184459178362698341725743582916215769438961234857524817693837956241
41...36..9.34.7.......5..2....9.........2...31.....29......41..7......36.9...6..5,415283679923467851687159324832941567579628413164375298356794182748512936291836745
835.....6.....4..96..3.5.....2..64.7.9.........3....2....8.2.6.7..........6....5.,835729146271684539649315872582936417497251683163478925354892761718563294926147358
......9.......385.1.......4..2.59....8...257...4..8...4.......99.7.1....5...94.83,845621937296473851173985264612759348389142576754368192428537619937816425561294783
......8..57.6.....41..83......4.7.2..6...1.......2.18....53461.3.........4.7.6...,639175842578642391412983765981467523263851974754329186827534619396218457145796238
15..9..676..7......4.5..28..68..9..45...72.....4..........64.......2.9.8...9....5,153298467682743159947516283268359714519472836374681592795864321436125978821937645
......3.2.......4.3..6....9.1.4.8...2...73..6..7....8.6...3.1..9..1.7.63....2....,869714352725389641341652879516498237298573416437261985674935128982147563153826794
.....6.2.....7.5.......81.6.....2......75.6....5..137.8..3..9.1.67.1...8...6.9..5,538196427196274583742538196371962854489753612625841379854327961967415238213689745
....3....1..8...428..6.9.....8...2....2.9.71...94.738....96..3..31.4.............,597234861163875942824619573378156294452398716619427385285961437931742658746583129
3....7..6......5...52..4.98..5......9.8.....4...6..7......4......4....5..8.9752..,319587426846329571752164398175438962968752134423691785537246819294813657681975243
6....9.....28.....1....7..6......9.43..........9...18551.....689...6......35.84.2,687149253432856719195327846856271934341985627279634185514792368928463571763518492
...25.....2.97...............4..2..7..6..39........341.716..5..4.5.3..2......7.93,147258639823976415659314278534192867716483952982765341371629584495831726268547193
....6..7..4.37.....3....2.8...43.8.54.5.2.6.3.8.......39...6...56....7.....7....2,251864379948372156736519248629437815475128693183695427397246581562981734814753962
....19.52...457.19...8........962.........5...6.....2.9...7....5.42..1.7..85.6...,347619852682457319195823674853962741279184536461735928926371485534298167718546293
.6......4.....7.18..8542....4..9....71....6........7416....8....7..24..6.24..9..5,967813254452967318138542967246791583713485629589236741691358472375124896824679135
.......7.1.5.....4.8.......6..5.49...5.8....2..4.72...592.......6..1..4..4..9.2.6,236489175175623894489157623628534917957861432314972568592746381863215749741398256
.98..7.31.7.1...9......928.7.5...6...2......563...5.....3.2.7.....971.6.1........,298657431374182596516439287745813629821796345639245178963528714452971863187364952
.74...3...1..5......5.8.9...8.5..7...61.............683...4..9....6..4.7..7...813,874269351916357284235184976482516739761893542593472168328741695159638427647925813
156......7..3..5...9..1.......5..7..6..2.18.5........953179.6.82..........8...3..,156927483782346591493815276814569732679231845325478169531794628267183954948652317
92.6...5...641....41..8.6.36..134...2....94.8.........................29....98.3.,928673154376415982415982673687134295231759468549826317892367541763541829154298736
1.36...9........459...758.1.81.9.7..47...8.5...9.4..................3...86.....7.,153684297728931645946275831581392764472168953639547128314726589297853416865419372
..6.9...253.1........643.....9.........32......4....7..6..74.9.2...5.3..9....62.4,416795832537182649892643751389467125751329486624518973163274598248951367975836214
....7.2...4.....57.21..34..9..7....2.5.9....31.7...59..82......4......8.5.38....1,395674218846291357721583469968735142254916873137428596682157934419362785573849621
.....1....3.9674....6...5...7.29..4..9.7.6..5....4..1...7......2....3.96....2..7.,429851763538967421716432589173295648894716235652348917967184352241573896385629174
..5.7...927...54.6.14.........2..8...6.5........49.15.......2.....6...8......8...,685174329279835416314962578953217864461583792728496153846759231532641987197328645
..1....2996....4....4...6.....9.....4..7.2956....1.8.4.5.68......9......1.72..5..,871465329965321487324879615536948172418732956792516834253684791689157243147293568
......1.9....23..7.3.6..8..3.....284.....9..6..........2...84.1..4.1..9.8.6.94..3,672845139481923567539671842397156284145289376268437915923768451754312698816594723
...219...46..7.....1........257.3.1.3....6.......5.9..246........392.7..7....53..,538219674462578139917634825625793418389146257174852963246387591853921746791465382
..32.....9..65...2....395..6.......4...9.182.8...2..59...58.....4.3...........215,753248961918657342264139578692875134435961827871423659127586493549312786386794215
.9....1.....35829......7..6....76..55.312...8.............3....8..69.351...8.1...,795264183614358297238917546182476935563129478479583612921735864847692351356841729
64..8.57.5...3.....92.......8.56.......2.49.7......4...75......9...5..3.8....7...,643982571518736249792145368487569123356214987129378456275693814964851732831427695
3...........85.1.......9.74.5..1...3...3...49.....4..22..5...9..7....4.1...9.3...,381467925794852136562139874459216783127385649638794512246571398973628451815943267
...853...8.6...43.9.........4......221.5.8.....8..236.......5..3.59........24....,724853916856129437931674285649731852213568749578492361492316578365987124187245693
4.....1.3........9.96...28........9..68.2..1.5.2..4.......51.286.1........986.4..,475289163823516749196473285714638592968725314532194876347951628681342957259867431
2.8...6...1.2............3..5.462.9313.8..2................6..532.18..6.9.5...81.,248593671613274958579618432857462193136859247492731586781946325324185769965327814
.........2.4.9.......6..8.15.7..9..2....1.59...1.4.6.8.421..785..5.........7.....,863471259214598367759623841587369412426817593391245678942136785675982134138754926
..46.3........4..8.3.85...4...46...16..93..............65.9.8.78.7....134...1...6,584673129976124358231859764352467981618935472749281635165392847897546213423718596
.......7..95.843...2.569.8446.953....5..............9.........3..8396.5...7....4.,684132579195784362723569184462953817859471236371628495516847923248396751937215648
..4.95........63..2.314..6.........45.9.2...6.....9.1.....53.2......1.8...5.8.1..,684395271951276348273148569832617954519824736746539812198453627327961485465782193
...4.........16..2..4.89....2..6....3.9.......1.2.....74...8...9...7.81..32.4.97.,197423658583716492264589137425961783379854261618237549741698325956372814832145976
..37....1..2...8..867....53..61..937...3.......5.6....2..6..1......8.......95....,593748621142536879867219453486125937721394586935867214254673198319482765678951342
...4.2...249.6....5.7......9..27......6..537....3..61.36..24.....5..9......6..54.,681452937249763185537981426913276854826145379754398612368524791475819263192637548
3.5...1...9.......7.6.......2.........37.1.6.1.8......5....983....15...9.8962.71.,345962187892317456716584923624895371953741268178236594561479832237158649489623715
9..61..3..1.3.4.............2....48...4.5....16.........2..63...38...61..4....25.,957612834216384795483597126325769481874251963169843572592176348738425619641938257
....65..4..38.....7......1....61..5.8.73.........5....59..4...3.8....6.7..1.....9,928165374163874295745932816439618752857329461216457938592746183384591627671283549
.......171.6.7.938......2..6......24.47.....6......8..9..7..6...2136....3....9...,832596417156472938479183265618935724547218396293647851985721643721364589364859172
.......1...6.....7.31...9.....69..2....7.3..1..4.1..367..482..3......1...82.6....,947356218856129347231874965173695824628743591594218736719482653465937182382561479
.2.59......6.1..32......9.5.128.35.9..4.51...3.....4.........6.........18.1..2..4,423597186596418732178326945612843579984751623357269418249135867735684291861972354
......3.....7.9..278.....6...6......8..93......2.54........26...25.8..3...457....,269148357453769182781325469596217843847936521132854976378492615925681734614573298
.......4..5.7...9....4.53...8....1...1.2..73.4.5.7...8.....32..3.....5....9..1...,723819645654732891198465372287394156916258734435176928561943287342687519879521463
..7.4.8........46.....81.93........4...97....6........2196..7...8..3...1.36......,397546812158392467462781593925168374843975126671423985219654738784239651536817249
1....69.7....875......3.....8....351.........2.......63....9....12..8.79.5.6.28..,123546987694287513875931462986724351547163298231895746368479125412358679759612834
.7.19...48..56...15....4.3.7.....6....46.19...1........8.4...7....8.....6.......5,273198564849563721561274839758942613324681957916735248185429376437856192692317485
..4.........1...63...5...9..927.5.1...3.9...7..531..42.392...51.7....6........2.4,914836725587129463326574198892745316143692587765318942439267851278451639651983274
.6.....51....3.6....3....82.76.81.4.4.......8.1257.....8.7......546.......1....2.,968247351127835694543169782376981245495326178812574963289753416754612839631498527
..15........98..56.8.2..9.4.......4..64.2.817..........72.54..1..........4.71...2,691543728423987156785261934238176549964325817157498263372854691819632475546719382
........7.65....2.......8...8.1.3........62..17.9.2.........98591.2.83....7......,298431657365897421741625893582143769439576218176982534623714985914258376857369142
.5.28...6...6.........9.5..2....7..54..8.69.7..9.54.3.9.....6.........23.7.......,354281796892675341617493582281937465435826917769154238923518674548769123176342859
...1.37....1..8...5..7..8.........1.4...6....6...1.2....23.546..5...4....3.....2.,268153794371948652549726831827439516415862379693517248182395467956274183734681925
36.57...4..5......8.4.26.9....4.7.2........4.........9...7...822.....9.6.3.8..5..,369578214725914863814326795193457628582639147647281359951763482278145936436892571
8.9.7...........8.627..831..5............2....325....81.8.57..95..8...61.........,819375642345216987627948315756189423481732596932564178168457239594823761273691854
......9...459..6..6......37.9...5.4..28...5....6......8.264..9......7.85..7...3..,231764958745938612689521437193275846428316579576489123852643791364197285917852364
.....4.3....5....9....93684..6..5.4.5.....7.....9...2...58...6...7..2.938....72..,961784532384526179752193684126375948593248716478961325235819467617452893849637251
....1..3.31.7.5.............8.....1...5.....2.2...754.7...81.2.........6..623.85.,267918435314725968598346271683452719475193682921867543759681324832574196146239857
..897...5..2....493..5.....2.6....83.9...3........725.8...45...........6.....8...,618974325752836149349512678276451983195283467483697251861345792534729816927168534
8.5..7.4..2..4.3....1..2...9..2.....43..8.1......53.9.2.....7.1.......5....4..239,865137942729546318341892567958214673437689125612753894294365781173928456586471239
1.9.2.....6.......7....1..6.7.2.......4.5..3.52..67....3.....412.6.....5915....6.,189624573463875129752931486371249658694158732528367914837596241246713895915482367
...1......8..3...6.7...9.1.8.73........896....41..7....3...1..8..9.6.......7...54,396172845182435796574689312867314529253896471941257683735941268429568137618723954
3.8...742.5...1.....2.8.15.8...........8263...7...3...6....45......1....7.5.3....,318965742957241836462387159823179465594826317176453298681794523239518674745632981
56.....4......72....84.......986...741.....6......2.9467.......1....8....5.2.9...,567321948341987256928456173239864517415793862786512394672135489193648725854279631
...63....5...87...8......793.9.1..5....3.6...7....9.849....5..7..........4....195,297631548564987213831542679329814756458376921716259384982165437175493862643728195
......5...2....634..4..1...86.....93..2..........4.12.....3.....3..542.669.2.....,376429518129875634584361972867512493412793865953648127248136759731954286695287341
6.9....7.45...6....7........4.6.5...1..97.32.9.........13.4.5...9.32.74.......2..,629453871451786932378192456842635197165978324937214685213847569596321748784569213
.8.1..9....4.29......83.....63.1....21.98...3.......76....4......92..4.78.1.....2,682175934134629785975834261563417829217986543498352176726541398359268417841793652
.6...3..4....5..165.....3...4.......2....4..88.3........4..8..767.1...3...8.32...,167923584439857216582416379746281953251394768893675421324568197675149832918732645
.6....19.2.5.......3.......75.....8.6.....95....9..2.7...8......1.2.9.63...7....1,867432195295671438134598672759124386621387954483965217372816549518249763946753821
..5..97.4..4......93.........64.398..8...7.4...7.5..3.372...5.........78.5.6.....,825369714764218359931745826516423987283197645497856132372984561649531278158672493
.4.8....96..27...83....952..........932.......7...8...7.........5..6..4.....4.735,241835679695274318387619524418396257932751486576428193724583961153967842869142735
.9..2.3..1...97..6..4......6..3...7.7....6.4..32..41..5.......4.2....9........61.,896421357153897426274653891648312579715986243932574168561239784427168935389745612
95...4....846.9.......................3..87....5...369347.859..2.69....8....7.43.,952834617784619253631752894429367185163598742875421369347185926216943578598276431
6...8.17..25.6.9....9.1..6.....9.352.........37...2.8.........75..9...36.6.......,634289175125763948789415263846197352952836714371542689493651827517928436268374591
....5.79..52........82.7..3.....8..7.25.63..4.....2.5.......98...4..5.2.........6,361854792752639148498217563146598237925763814837142659213476985674985321589321476
..84...3....2.18..1..9.6.54..682..1.9...4..2..8.1..395.24.....3..........1.......,298475136645231879137986254356829417971543628482167395524718963869352741713694582
..61..5.48.1....324....36........3.1.89...2..62............84..31.4.......5.6...9,236189574851647932497253618574826391189534267623971845962718453318495726745362189
......9....2.9...4...6...8..4.8...191..26....9..7....5.67...4..81..7...2.2.1..5..,753481926682397154491652387246835719175269843938714265567928431814573692329146578
.....8..............13.68.9.8....61.3.5.......2....3.5.9.6.5....6...1.927..82.5.6,654798231839512467271346859987253614345167928126984375492675183568431792713829546
.2.9.....5.1.2....7.3........8...9..........13....52.72...3.17...6.....5.3.6...89,824967513561324798793581642678213954452796831319845267285439176946178325137652489
..6..1........358.87.....491.8.....3.3..8..6.6.5....9....7...15..75.8........67..,456891372912473586873652149148967253739285461625134897384729615267518934591346728
7..296.4............648...........9..8.....2...2...3.7..5..49....47...5.839.....2,718296543943517286256483719461372895387965124592148367675824931124739658839651472
2..4.....3.....7.1.......3...9..2..7....48.9..4..1..8.....6........34.1.7..2.19.3,216473859354896721897125634189352467573648192642917385431569278928734516765281943
6.3.......18.639....918....3.76..84..4.........1..9....5.3.........17.6....495...,623974158418563927579182436397651842245738691861249375154326789932817564786495213
....6.19....8....3...219....2.6.1.7..539....8.1...39....2..7..........32..6...5..,248365197961874253537219486829651374753942618614783925492537861185496732376128549
.6.....9.1.2.......495...7.......5...7.9.........68...41...67....5.7...8.8...24..,768324195152697834349581672296743581874915263531268947413856729625479318987132456
.5...8.21.372...8....1..3..3.8.1.7..6.15.4....4..7......6..2....1......4...4.....,954738621137265489862149357328916745671524893549873216496352178215687934783491562
...78..1....3.2....87...9....1..8.3..7.4.......3.1976....1..4..........93...6...2,239784615615392847487651923961578234872436591543219768798123456126845379354967182
84..95..6..73..9.5.9.....48.8...7.3...........35......27..4...9...2..4.....85..2.,843195276627384915591726348189467532462538791735912864278643159956271483314859627
.547..3.......5....28.34..5.7.5..8.41...7........92..72.......8..5...4.9......1..,954726381361985742728134965672513894149678253583492617296341578815267439437859126
6172...3.32..1.9.....6.....4.........9.....24.....9......5.6....5...72697...24.5.,617295438325418976948673512486752391593861724172349685239586147854137269761924853
3.....1..9...7......13..4.55..89..372.....84..7..4....452.8.7...........789......,367458129945172368821369475514896237293715846678243951452681793136927584789534612
...9.......4.3.5..2.....1.4..3.8......5..73....945....4.........12...9.885..2..4.,571942863964831527238675194723186459145297386689453712496718235312564978857329641
..67...2.793....4...28...1...49.1........7..8...4.......9.4...63.1..9...6.......9,186754923793216845452893617834961752915327468267485391579148236321679584648532179
2..75.9...1...84..84..1.2.5..18...265..6....1.8..215.9..6...........7........2..7,263754918715298463849316275491835726532679841687421539976543182128967354354182697
............4.9..82..857.......1....15...4.629.2.684.7.......5....1.268...794....,849621573576439128213857946764213895158794362932568417421386759395172684687945231
.9...6...4.7..51....18.9..7.5.7...68...461.2.....2....6...8....9..............25.,593176842487235196261849537152793468839461725746528913615982374924357681378614259
6..8...1....2.35.8......6...4...5.3..1.3.6.......8...9.........9.6..82.43...9...5,625874913197263548834519627748925136519346782263781459482657391956138274371492865
2.37.5...5.4.3.....1..6.........2....75..46..4.6.....5.....73.63..4..5....138....,283745169564931827719268453938652741175894632426173985842517396397426518651389274
....6.....1......95..7.......24..6.....6.34...9....2.13.7.......5...4.1.....96.43,423961587718245369569738124832419675175623498694857231347182956956374812281596743
7..6.913...8.4.7...213.......24.......4..1...........89......6....7...13......9.4,745689132398142756621357489562478391834961527179523648917234865486795213253816974
.16.49...83...29.....8...2...7..4.1.....1.4.36.......2.9....3......27.....438....,216549738835172964479863125357294816928615473641738592192456387583927641764381259
7...29...8...1793....5.....9.8...37..7...51..4......823..95.......4.2.....7..1...,746329518852617934139548267928164375673285149415793682384956721561472893297831456
..53.9...2........8...1..4.9.3.......2.......4.1...59.......91..4..713...782....4,715349862294867135836512749953184276627935481481726593362458917549671328178293654
......2..6...5..9....432..5..3....2....6....9....21.369.....6..3...198.2.5428....,735968214642157398891432765463895127217643589589721436928374651376519842154286973
5..16.7.9.....4.5........68...8.......2...5.4.1765...2...528.7.........19.....28.,584163729629784153731295468395842617862317594417659832143528976258976341976431285
.....38....281...3......145....9...48..3...1.62.5......9...2......1..4..1.3958...,915473862462815973387269145531796284879324516624581739798642351256137498143958627
.9...8.....5.478.2..4..6...7....2.......1.4.5....9.2...2........615...7.....74...,392158746615947832874236519759462183286713495143895267927381654461529378538674921
6...7....8................5..1.685.7.7..4..9.9..5..42..62.81...........4.584.21..,625179348814635972397824615241968537576243891983517426462381759139756284758492163
.....632.5....36.4.7....5.1......71........36..7.6.2......9....43..5.197.25..1...,841576329592813674673924581269435718154287936387169245716398452438652197925741863
.26..1..83......12...57.9.....6......8935...65...28.3...3........2......9..18....,726931548395846712148572963437619285289354176561728439613297854872465391954183627
5....7...9..21.4..3....4..1.67....52.2...1..7....2..3.71.4.6.......7.....3....5..,541687329976213485382954761167349852823561947459728136715436298294875613638192574
9...4..618....6....2..9.......91.24.....57.........1.924.87.........1.25......48.,973542861814736592625198374568913247491257638732684159246875913389461725157329486
.84.5.6..6.1..82....2...18....9...4..43.8.............9...6.......5.13.6......9.2,384152697691478235572639184267915843143786529859324761935267418428591376716843952
....5.4...1..9..5.....2.6.8..4.7.52........9.......7...9.5..86...5.1....78...4...,273856419618497253549321678834179526127685394956243781491532867365718942782964135
3.......5.8.......26.59..8.85......2.....57..9.6........2.8..93.......2...392..64,319648275785213946264597381857439612421865739936172458142786593698354127573921864
6....7.....28...4.......7.54.8...32..........3....9567..........3....29624.7..8..,684157932572893641913264785458671329796325418321489567865932174137548296249716853
..5..9..7.....53.6.....14.8..7..4..5.56.7....4.3...9.......6...7..4......8.3...14,365849127148725396972631458897214635256973841413568972524196783731482569689357214
......5...94.......8.3...........3....1..6..9253.8.14..2.9...84845....2.......63.,637142598594867213182395467968514372471236859253789146326951784845673921719428635
